id,sentence,topic,sentiment
364,quá mất thời gian cho những buổi thực hành đầu tiên .,0,0
365,hoàn toàn không có ý kiến .,3,1
366,thầy dạy rất hay dễ hiểu và tiết học rất vui .,0,2
367,cô nhiệt tình giải bài tập để sinh viên hiểu lý thuyết kỹ hơn .,0,2
368,"giảng viên giảng bài dễ hiểu , nhiệt tình .",0,2
369,"nội dung môn học quá nhiều so với thời lượng một học kỳ , môn trong toàn bộ chương trình đào tạo thì chỉ có duy nhất môn này liên quan đến tín hiệu số và là một phần khá quan trọng trong kỹ năng kiến thức cần có , nhưng thời lượng bố trí chỉ có một học kỳ và chỉ một môn , khiến nội dung phải nhồi nhét khá nhiều , kiến thức chỉ ở cơ bản và không thể chuyên sâu được .",1,0
370,"giản viên không có tương tác với sinh viên , đọc slide xong rồi về .",0,0
371,tốn thời gian .,3,0
372,"dạy rất từ từ , chi tiết , cho nhiều bài tập .",0,2
373,thầy giảng bài tận tâm .,0,2
374,"bài tập mang tính vận dụng cao , giúp sinh viên hiểu và nhớ kiến thức vừa học .",1,2
375,giảng lý thuyết buồn ngủ .,0,0
376,chiếu video lên cho sinh viên xem nhưng hệ thống âm thanh hình ảnh kém khiến sinh viên không hiểu hết được nội dung của video vào môn học .,2,0
377,thầy nên chia sẻ giáo trình với sinh viên .,0,0
378,"không thông báo rõ ràng và đầy đủ quy định cụ thể khi cho sinh viên làm đồ án , đến khi chỉ còn một tháng cuối mới nhận được thông báo không được sử dụng một số thư viện ( sinh viên mail hỏi thì mới nhận được thông báo ) dẫn đến khó khăn cho sinh viên dù đã làm xong đồ án và phải làm lại .",0,0
379,"bài giảng hấp dẫn , mang tính cập nhật và ứng dụng cao .",1,2
380,em hoàn toàn không hài lòng về cách giảng dạy của thầy cả .,0,0
381,"giảng viên rất nhiệt tình , phương pháp giảng dạy hay .",0,2
382,"em nghĩ thầy dạy hơi chậm so với lớp khác nhưng mà thầy dạy đảm bảo chất lượng , rèn được cho bọn em khả năng làm việc nhóm , thuyết trình , cách trả lời câu hỏi .",0,2
383,tài liệu tìm kiếm còn hạn chế .,1,0
384,"cần cải tiến trang thiết bị phòng học , wifi .",2,0
385,giáo viên nhiệt tình giảng dạy .,0,2
386,"nhiệt tình với sinh viên , bài giảng hay .",0,2
387,cô quá đẹp colonlove .,0,2
388,tiết sửa bài tập không đạt được hiệu quả cao .,1,0
389,nội dung ôn tập mà giảng viên cung cấp đầy đủ và đáp ứng được cho sinh viên hoàn thành các kỳ thi .,1,1
390,"dù biết là thầy chấm bài của giáo viên khá khó khăn , nhưng đừng bắt chúng em phải làm những việc như vậy .",0,0
391,giáo viên nhiệt tình vui tính .,0,2
392,"giảng viên có kiến thức rộng , nhiệt tình giảng dạy .",0,2
393,"giảng nhiệt tình , sử dụng tốt website môn học để thảo luận , trao đổi với sinh viên .",0,2
394,lớp học thực hành luôn duy trì sĩ số 10 - 50 sinh viên .,1,1
395,"giờ thực hành hầu như không dạy được gì , nên lúc đầu em thường ra sớm và sau đó không vào lớp thực hành .",1,0
396,cô dạy rất hay và rất thực tế bài học .,0,2
397,"thầy dạy không có hứng , thầy chỉ đọc những gì trên slide và kêu sinh viên chép vào tập .",0,0
398,"thầy nhiệt tình dạy giỏi , cung cấp tài liệu cho sinh viên đầy đủ dễ hiểu .",0,2
399,"hơi khó hiểu và giảng bài nhanh , ít đưa ra ví dụ cụ thể cho mỗi kiến thức .",0,0
400,"cô cần cải thiện thêm việc sử dụng hiệu quả moodle , có vài ứng dụng trên đấy cô vẫn chưa nắm được .",0,0
401,"vui vẻ , giảng dạy vui vẻ .",0,2
402,"giảng viên dạy nhanh các ngữ pháp , nhưng cần phải upload tài liệu lên moodle , vì giảng viên giảng bài quá nhanh nên sinh viên không theo kịp .",0,0
403,thầy có phần hơi dễ tính .,0,0
404,thường xuyên cho làm bài tập .,0,0
405,em có đăng ký học môn khác vào tiết sau và lúc nào cũng bị đi muộn .,0,0
406,không tạo điều kiện cho sinh viên thoải mái học tập .,0,0
407,cô nói nhỏ và rất đều rất dễ buồn ngủ .,0,0
408,giảng viên đưa ra nhiều bài tập từ dễ đến khó .,0,2
409,giảng viên thường xuyên chia sẻ tình hình và kinh nghiệm thực tế liên quan đến môn học .,0,2
410,cần nâng cao công tác giảng dạy .,1,0
411,"thầy giảng bài bằng một âm thanh đều đều và hơi nhỏ , dẫn tới việc không nghe được và không hiểu bài .",0,0
412,"giải đáp các thắc mắc của sinh viên , hướng dẫn , theo dõi và giám sát sinh viên trong lúc thực hành .",1,2
413,"giáo án ngắn gọn , dễ hiểu , dạy học nhiệt tình .",0,2
414,thầy rất thoáng và thoải mái .,0,2
415,"cần có sách học hay , chi tiết , hiệu quả colonsmilesmile .",1,0
416,tôi chưa gặp thầy này lần nào .,0,1
417,thầy hướng dẫn làm bài kỹ bám sát kiến thức học lý thuyết .,0,2
418,nên chọn phòng học có không gian phù hợp với sĩ số lớp phòng quá lớn trong khi sĩ số chỉ có vài chục sinh viên .,1,0
419,"thầy dễ thương , nhiệt tình , dạy dễ hiểu .",0,2
420,giáo viên rất nhiệt tình và tận tâm !,0,2
421,"giảng hay , dễ hiểu .",0,2
422,"thầy dạy hay , nhiệt tình , dễ hiểu , tận tâm với sinh viên .",0,2
423,"chấm đồ án doubledot chấm không công bằng , không thể lấy lý do không thích tính cách của sinh viên mà không cho sinh viên đậu , mặc dù đồ án hoàn thành tốt .",0,0
424,thầy dạy hay dễ hiểu !,0,2
425,giải đáp thắc mắc của sinh viên nhanh chóng .,0,2
426,"thầy dạy hay , dễ hiểu , nhiệt tình , vui vẻ , tận tình với học sinh .",0,2
427,dạy chú trọng đến người học .,0,2
428,giáo viên ân cần nhiệt tình .,0,2
429,cố gắng làm nhiều bài tập hơn nữa .,1,2
430,bài giảng hơi nhanh .,1,2
431,có nhiều kinh nghiệm cũng như trải nghiệm tốt qua môn học này .,0,2
432,"giảng viên vui tính , nhiệt tình , tạo sự thoải mái trong lớp học .",0,2
433,đề nghị là cho sinh viên tuần nào cũng học hoặc sắp xếp như thế nào để sinh viên không phải bị mất bài vì lý do học cách tuần trong khi đó bài mới thì liên tục em cảm ơn .,1,0
434,em nghĩ là nhà trường không nên tổ chức học thực hành .,1,0
435,"môn tốt nghiệp mà thấy chỉ cho các nhóm thuyết trình xong điểm danh , thầy còn không ý kiến về cả bài thuyết trình .",1,0
436,"theo bản thân em thấy sinh viên làm đồ án kết thúc môn học đã đủ để đánh giá , không cần thi lý thuyết cuối kỳ , nó thật sự không mang lại hiệu quả .",1,0
437,dễ hiểu và cách dạy phù hợp .,0,2
438,giúp đỡ tận tình !,0,2
439,bài tập thực hành nên cho thời gian dài hơn .,1,0
440,"thầy kể chuyện hay , nhiệt tình , nói các vấn đề sát với thực tế ngành công nghệ thông tin .",0,2
441,"giảng viên tích cực giúp đỡ sinh viên , đảm bảo giờ lên lớp .",0,2
442,thầy dạy rất hay và kỹ .,0,2
443,"giảng dạy tận tình , không khí học tập thoải mái , vui vẻ .",0,2
444,tài liệu giảng viên cung cấp đầy đủ .,1,2
445,"mặc dù em hiểu có thể là do môn học này quá rộng nên việc làm seminar thì hợp , nhưng thầy cũng có thể chọn một vài buổi để dạy cái cốt lõi phổ biến trong bộ framework đó chẳng hạn .",0,0
446,tạo cơ hội cho sinh viên và giúp đỡ sinh viên nhiệt tình trên website môn học .,0,2
447,"truyền đạt dễ hiểu , giảng viên hài hước , tạo không gian học tập hưng phấn khi đến lớp .",0,2
448,thầy dạy hơi chậm .,0,0
449,giảng viên nên cho nhiều bài tập và hướng dẫn kỹ cho sinh viên làm bài .,0,0
450,"thầy giáo thân thiện , giảng dạy nhiệt tình , khá dễ hiểu .",0,2
451,"giảng viên tận tâm , nhiệt tình , quan tâm sinh viên .",0,2
452,cô vui tính dễ gần .,0,2
453,cung cấp nhiều kiến thức .,0,2
454,"dạy khó hiểu , thực sự chưa hiệu quả .",0,0
455,thầy dạy hết sức mơ hồ và khó hiểu .,0,0
456,"giảng viên rất tôn trọng sinh viên , hướng dẫn tận tình cho sinh viên cách học và ôn tập cuối kỳ , ngoài ra còn hướng dẫn chi tiết cho sinh viên về đồ án tốt nghiệp .",0,2
457,lịch học phân trùng thời gian sinh viên không thể tham gia học thực hành .,1,0
458,chuyên nghiệp .,0,2
459,thời gian lên lớp sử dụng tốt .,0,2
460,cho điểm chấm bài tập không công bằng .,0,0
461,em cảm thấy không có gì không hài lòng cả vì thầy dạy hay .,0,2
462,"thầy nhiệt tình , vui tính , công bằng .",0,2
463,"cô dạy tận tình , dễ hiểu .",0,2
464,thầy nên demo các mạch bằng protues .,0,0
465,tuy nhiên học thầy em có hơi sợ vì thầy nổi tiếng khó khi chấm đồ án .,0,0
466,giảng viên truyền đạt kiến thức sát với thực tiễn giúp dễ hiểu .,0,2
467,ít bài tập hay .,1,0
468,em mong giờ lên lớp có những niềm vui hơn .,3,0
469,giảng viên dạy không nhàm chán .,0,1
470,môn thực hành nên cho những giảng viên có kinh nghiệm giảng dạy để giúp sinh viên có nền tảng về lập trình vì học ngành này thực hành là rất quan trọng .,1,0
471,giúp học sinh chủ động trong việc thực hiện đề tài và nhiệt tình giúp đỡ sinh viên tìm tài liệu .,1,2
472,học được nhiều kỹ năng .,0,2
473,"nhiệt tình , vui vẻ , tận tâm .",0,2
474,"thầy dạy tận tâm , nhưng thầy thường nói đến những phần nghiên về lập trình mạng .",0,0
475,"cô dạy rất tốt , nhiều bài tập .",0,2
476,cô dạy vui kỹ năng nhiệt tình .,0,2
477,nó rất rập khuôn và không thể khiến cho sinh viên tiến bộ được .,1,0
478,"phần quản lý thao tác của oracle , giảng viên cung cấp tài liệu quản lý thao tác của sql server .",0,0
479,"thầy dạy tận tâm , nhiệt tình , nói tiếng anh hay , dễ hiểu , thỉnh thoảng thầy còn giảng song ngữ cho tụi em nắm rõ hơn , bài tập thực tế , dễ hiểu .",0,2
480,vì em đã gần như không có được gì !,3,0
481,giảng viên nhiệt tình và tận tâm trong việc giúp sinh viên nắm được kiến thức .,0,2
482,buổi học cuối cùng trước đợt thi cuối kỳ chưa nói rõ về nội dung sẽ được thi .,1,0
483,"tận tình , cung cấp đầy đủ kiến thức .",0,2
484,"thầy siêu dễ thương , dạy có tâm .",0,2
485,phòng thực hành nóng .,2,0
486,"bài giảng từng phần có bài tập , ví dụ cụ thể dễ hiểu , để nắm được kiến thức .",1,2
487,"giảng dạy nhiệt tình , giờ học đúng không đi trễ về sớm .",0,2
488,"vui vẻ , hoà đồng , tổ chức nhiều hoạt động về môn học .",0,2
489,"rất nhiệt tình , nhưng cách truyền đạt của thầy và sự tiếp thu của sinh viên còn ít , các hoạt động trao đổi trên moodle rất hạn chế .",0,0
490,và đưa ra các gợi ý về nhà tìm hiểu những thứ bên lề giúp ích trong việc học .,0,2
491,giáo viên rất nhiệt tình trong việc giải đáp thắc mắc cho sinh viên .,0,2
492,"thầy ôn kỹ , hay cho bài tập trên moodle , cập nhật file bài giảng , bài tập , bài ôn thường xuyên .",0,2
493,tăng thời gian lên lớp .,1,0
494,tương tác với sinh viên cực kỳ tốt .,0,2
495,một số giảng viên khác nên có một số điều giống như cô .,0,2
496,thầy dạy nói hơi nhanh .,0,0
497,thầy nhiệt tình và rất gần gũi với tụi em .,0,2
498,"có nhiều hoạt động thiết thực , cách nói hấp dẫn .",0,2
499,thầy sử dụng tiếng anh để sinh viên làm quen tên các thiết bị .,0,2
500,"giảng viên nghỉ dạy nhiều buổi , kiến thức truyền đạt cho sinh viên không nhiều .",0,0
501,thầy rất vui tính và rất thật !,0,2
502,"giảng viên không dạy phần trọng tâm của môn học , dạy quá dài dòng , và cần hạn chế viết bảng .",0,0
503,học hết môn mà chẳng biết cái gì .,3,0
504,phương pháp dạy tốt dễ hiểu .,0,2
505,giảng viên nhiệt tình trong quá trình giảng dạy .,0,2
506,"chị tận tình , giảng dễ hiểu và vui tính .",0,2
507,"chuyên môn sâu , nhiệt tình , hiệu quả trong giảng dạy , vui tính , dễ hiểu .",0,2
508,thầy nên đưa vào một số phần nâng cao và mở rộng .,0,0
509,"cô dạy còn quá nhanh , sinh viên không kịp tiếp thu kiến thức .",0,0
510,tiếp thu bài cũng ổn .,3,1
511,môn học có quá nhiều kiến thức chuyên sâu và yêu cầu quá cao với một trường không thuộc khối kinh tế như công nghệ thông tin .,1,0
512,em không có bất cứ một lời phê bình nào .,3,1
513,tăng độ khó lên quá nhanh .,1,0
514,dùng hệ thống nộp bài tập turnitindotcom với quy định tỉ lệ sao chép không quá 30% không phù hợp !,0,0
